PDMS_fraction,CdO_fraction,B4C_fraction,Gd2O3_fraction,Composition_Formula,Theoretical_Density,Density_Calculation
82,0,16,2,82C2H6OSi+0CdO+16B4C+2Gd2O3,1.3427,(82 * 0.965) + (0 * 8.15) + (16 * 2.52) + (2 * 7.41) / 100
81,0,16,3,81C2H6OSi+0CdO+16B4C+3Gd2O3,1.40715,(81 * 0.965) + (0 * 8.15) + (16 * 2.52) + (3 * 7.41) / 100
80,0,16,4,80C2H6OSi+0CdO+16B4C+4Gd2O3,1.4716,(80 * 0.965) + (0 * 8.15) + (16 * 2.52) + (4 * 7.41) / 100
83,0,17,0,83C2H6OSi+0CdO+17B4C+0Gd2O3,1.22935,(83 * 0.965) + (0 * 8.15) + (17 * 2.52) + (0 * 7.41) / 100
82,0,17,1,82C2H6OSi+0CdO+17B4C+1Gd2O3,1.2938,(82 * 0.965) + (0 * 8.15) + (17 * 2.52) + (1 * 7.41) / 100
81,0,17,2,81C2H6OSi+0CdO+17B4C+2Gd2O3,1.35825,(81 * 0.965) + (0 * 8.15) + (17 * 2.52) + (2 * 7.41) / 100
80,0,17,3,80C2H6OSi+0CdO+17B4C+3Gd2O3,1.4227,(80 * 0.965) + (0 * 8.15) + (17 * 2.52) + (3 * 7.41) / 100
82,0,18,0,82C2H6OSi+0CdO+18B4C+0Gd2O3,1.2449,(82 * 0.965) + (0 * 8.15) + (18 * 2.52) + (0 * 7.41) / 100
81,0,18,1,81C2H6OSi+0CdO+18B4C+1Gd2O3,1.30935,(81 * 0.965) + (0 * 8.15) + (18 * 2.52) + (1 * 7.41) / 100
80,0,18,2,80C2H6OSi+0CdO+18B4C+2Gd2O3,1.3738,(80 * 0.965) + (0 * 8.15) + (18 * 2.52) + (2 * 7.41) / 100
81,0,19,0,81C2H6OSi+0CdO+19B4C+0Gd2O3,1.26045,(81 * 0.965) + (0 * 8.15) + (19 * 2.52) + (0 * 7.41) / 100
80,0,19,1,80C2H6OSi+0CdO+19B4C+1Gd2O3,1.3249,(80 * 0.965) + (0 * 8.15) + (19 * 2.52) + (1 * 7.41) / 100
80,0,20,0,80C2H6OSi+0CdO+20B4C+0Gd2O3,1.276,(80 * 0.965) + (0 * 8.15) + (20 * 2.52) + (0 * 7.41) / 100
99,1,0,0,99C2H6OSi+1CdO+0B4C+0Gd2O3,1.03685,(99 * 0.965) + (1 * 8.15) + (0 * 2.52) + (0 * 7.41) / 100
98,1,0,1,98C2H6OSi+1CdO+0B4C+1Gd2O3,1.1013,(98 * 0.965) + (1 * 8.15) + (0 * 2.52) + (1 * 7.41) / 100
97,1,0,2,97C2H6OSi+1CdO+0B4C+2Gd2O3,1.16575,(97 * 0.965) + (1 * 8.15) + (0 * 2.52) + (2 * 7.41) / 100
96,1,0,3,96C2H6OSi+1CdO+0B4C+3Gd2O3,1.2302,(96 * 0.965) + (1 * 8.15) + (0 * 2.52) + (3 * 7.41) / 100
95,1,0,4,95C2H6OSi+1CdO+0B4C+4Gd2O3,1.29465,(95 * 0.965) + (1 * 8.15) + (0 * 2.52) + (4 * 7.41) / 100
94,1,0,5,94C2H6OSi+1CdO+0B4C+5Gd2O3,1.3591,(94 * 0.965) + (1 * 8.15) + (0 * 2.52) + (5 * 7.41) / 100
93,1,0,6,93C2H6OSi+1CdO+0B4C+6Gd2O3,1.42355,(93 * 0.965) + (1 * 8.15) + (0 * 2.52) + (6 * 7.41) / 100
92,1,0,7,92C2H6OSi+1CdO+0B4C+7Gd2O3,1.488,(92 * 0.965) + (1 * 8.15) + (0 * 2.52) + (7 * 7.41) / 100
91,1,0,8,91C2H6OSi+1CdO+0B4C+8Gd2O3,1.55245,(91 * 0.965) + (1 * 8.15) + (0 * 2.52) + (8 * 7.41) / 100
90,1,0,9,90C2H6OSi+1CdO+0B4C+9Gd2O3,1.6169,(90 * 0.965) + (1 * 8.15) + (0 * 2.52) + (9 * 7.41) / 100
89,1,0,10,89C2H6OSi+1CdO+0B4C+10Gd2O3,1.68135,(89 * 0.965) + (1 * 8.15) + (0 * 2.52) + (10 * 7.41) / 100
88,1,0,11,88C2H6OSi+1CdO+0B4C+11Gd2O3,1.7458,(88 * 0.965) + (1 * 8.15) + (0 * 2.52) + (11 * 7.41) / 100
87,1,0,12,87C2H6OSi+1CdO+0B4C+12Gd2O3,1.81025,(87 * 0.965) + (1 * 8.15) + (0 * 2.52) + (12 * 7.41) / 100
86,1,0,13,86C2H6OSi+1CdO+0B4C+13Gd2O3,1.8747,(86 * 0.965) + (1 * 8.15) + (0 * 2.52) + (13 * 7.41) / 100
85,1,0,14,85C2H6OSi+1CdO+0B4C+14Gd2O3,1.93915,(85 * 0.965) + (1 * 8.15) + (0 * 2.52) + (14 * 7.41) / 100
84,1,0,15,84C2H6OSi+1CdO+0B4C+15Gd2O3,2.0036,(84 * 0.965) + (1 * 8.15) + (0 * 2.52) + (15 * 7.41) / 100
83,1,0,16,83C2H6OSi+1CdO+0B4C+16Gd2O3,2.06805,(83 * 0.965) + (1 * 8.15) + (0 * 2.52) + (16 * 7.41) / 100
82,1,0,17,82C2H6OSi+1CdO+0B4C+17Gd2O3,2.1325,(82 * 0.965) + (1 * 8.15) + (0 * 2.52) + (17 * 7.41) / 100
81,1,0,18,81C2H6OSi+1CdO+0B4C+18Gd2O3,2.19695,(81 * 0.965) + (1 * 8.15) + (0 * 2.52) + (18 * 7.41) / 100
80,1,0,19,80C2H6OSi+1CdO+0B4C+19Gd2O3,2.2614,(80 * 0.965) + (1 * 8.15) + (0 * 2.52) + (19 * 7.41) / 100
98,1,1,0,98C2H6OSi+1CdO+1B4C+0Gd2O3,1.0524,(98 * 0.965) + (1 * 8.15) + (1 * 2.52) + (0 * 7.41) / 100
97,1,1,1,97C2H6OSi+1CdO+1B4C+1Gd2O3,1.11685,(97 * 0.965) + (1 * 8.15) + (1 * 2.52) + (1 * 7.41) / 100
96,1,1,2,96C2H6OSi+1CdO+1B4C+2Gd2O3,1.1813,(96 * 0.965) + (1 * 8.15) + (1 * 2.52) + (2 * 7.41) / 100
95,1,1,3,95C2H6OSi+1CdO+1B4C+3Gd2O3,1.24575,(95 * 0.965) + (1 * 8.15) + (1 * 2.52) + (3 * 7.41) / 100
94,1,1,4,94C2H6OSi+1CdO+1B4C+4Gd2O3,1.3102,(94 * 0.965) + (1 * 8.15) + (1 * 2.52) + (4 * 7.41) / 100
93,1,1,5,93C2H6OSi+1CdO+1B4C+5Gd2O3,1.37465,(93 * 0.965) + (1 * 8.15) + (1 * 2.52) + (5 * 7.41) / 100
92,1,1,6,92C2H6OSi+1CdO+1B4C+6Gd2O3,1.4391,(92 * 0.965) + (1 * 8.15) + (1 * 2.52) + (6 * 7.41) / 100
91,1,1,7,91C2H6OSi+1CdO+1B4C+7Gd2O3,1.50355,(91 * 0.965) + (1 * 8.15) + (1 * 2.52) + (7 * 7.41) / 100
90,1,1,8,90C2H6OSi+1CdO+1B4C+8Gd2O3,1.568,(90 * 0.965) + (1 * 8.15) + (1 * 2.52) + (8 * 7.41) / 100
89,1,1,9,89C2H6OSi+1CdO+1B4C+9Gd2O3,1.63245,(89 * 0.965) + (1 * 8.15) + (1 * 2.52) + (9 * 7.41) / 100
88,1,1,10,88C2H6OSi+1CdO+1B4C+10Gd2O3,1.6969,(88 * 0.965) + (1 * 8.15) + (1 * 2.52) + (10 * 7.41) / 100
87,1,1,11,87C2H6OSi+1CdO+1B4C+11Gd2O3,1.76135,(87 * 0.965) + (1 * 8.15) + (1 * 2.52) + (11 * 7.41) / 100
86,1,1,12,86C2H6OSi+1CdO+1B4C+12Gd2O3,1.8258,(86 * 0.965) + (1 * 8.15) + (1 * 2.52) + (12 * 7.41) / 100
85,1,1,13,85C2H6OSi+1CdO+1B4C+13Gd2O3,1.89025,(85 * 0.965) + (1 * 8.15) + (1 * 2.52) + (13 * 7.41) / 100
84,1,1,14,84C2H6OSi+1CdO+1B4C+14Gd2O3,1.9547,(84 * 0.965) + (1 * 8.15) + (1 * 2.52) + (14 * 7.41) / 100
83,1,1,15,83C2H6OSi+1CdO+1B4C+15Gd2O3,2.01915,(83 * 0.965) + (1 * 8.15) + (1 * 2.52) + (15 * 7.41) / 100
82,1,1,16,82C2H6OSi+1CdO+1B4C+16Gd2O3,2.0836,(82 * 0.965) + (1 * 8.15) + (1 * 2.52) + (16 * 7.41) / 100
81,1,1,17,81C2H6OSi+1CdO+1B4C+17Gd2O3,2.14805,(81 * 0.965) + (1 * 8.15) + (1 * 2.52) + (17 * 7.41) / 100
80,1,1,18,80C2H6OSi+1CdO+1B4C+18Gd2O3,2.2125,(80 * 0.965) + (1 * 8.15) + (1 * 2.52) + (18 * 7.41) / 100
97,1,2,0,97C2H6OSi+1CdO+2B4C+0Gd2O3,1.06795,(97 * 0.965) + (1 * 8.15) + (2 * 2.52) + (0 * 7.41) / 100
96,1,2,1,96C2H6OSi+1CdO+2B4C+1Gd2O3,1.1324,(96 * 0.965) + (1 * 8.15) + (2 * 2.52) + (1 * 7.41) / 100
95,1,2,2,95C2H6OSi+1CdO+2B4C+2Gd2O3,1.19685,(95 * 0.965) + (1 * 8.15) + (2 * 2.52) + (2 * 7.41) / 100
94,1,2,3,94C2H6OSi+1CdO+2B4C+3Gd2O3,1.2613,(94 * 0.965) + (1 * 8.15) + (2 * 2.52) + (3 * 7.41) / 100
93,1,2,4,93C2H6OSi+1CdO+2B4C+4Gd2O3,1.32575,(93 * 0.965) + (1 * 8.15) + (2 * 2.52) + (4 * 7.41) / 100
92,1,2,5,92C2H6OSi+1CdO+2B4C+5Gd2O3,1.3902,(92 * 0.965) + (1 * 8.15) + (2 * 2.52) + (5 * 7.41) / 100
91,1,2,6,91C2H6OSi+1CdO+2B4C+6Gd2O3,1.45465,(91 * 0.965) + (1 * 8.15) + (2 * 2.52) + (6 * 7.41) / 100
90,1,2,7,90C2H6OSi+1CdO+2B4C+7Gd2O3,1.5191,(90 * 0.965) + (1 * 8.15) + (2 * 2.52) + (7 * 7.41) / 100
89,1,2,8,89C2H6OSi+1CdO+2B4C+8Gd2O3,1.58355,(89 * 0.965) + (1 * 8.15) + (2 * 2.52) + (8 * 7.41) / 100
88,1,2,9,88C2H6OSi+1CdO+2B4C+9Gd2O3,1.648,(88 * 0.965) + (1 * 8.15) + (2 * 2.52) + (9 * 7.41) / 100
87,1,2,10,87C2H6OSi+1CdO+2B4C+10Gd2O3,1.71245,(87 * 0.965) + (1 * 8.15) + (2 * 2.52) + (10 * 7.41) / 100
86,1,2,11,86C2H6OSi+1CdO+2B4C+11Gd2O3,1.7769,(86 * 0.965) + (1 * 8.15) + (2 * 2.52) + (11 * 7.41) / 100
85,1,2,12,85C2H6OSi+1CdO+2B4C+12Gd2O3,1.84135,(85 * 0.965) + (1 * 8.15) + (2 * 2.52) + (12 * 7.41) / 100
84,1,2,13,84C2H6OSi+1CdO+2B4C+13Gd2O3,1.9058,(84 * 0.965) + (1 * 8.15) + (2 * 2.52) + (13 * 7.41) / 100
83,1,2,14,83C2H6OSi+1CdO+2B4C+14Gd2O3,1.97025,(83 * 0.965) + (1 * 8.15) + (2 * 2.52) + (14 * 7.41) / 100
82,1,2,15,82C2H6OSi+1CdO+2B4C+15Gd2O3,2.0347,(82 * 0.965) + (1 * 8.15) + (2 * 2.52) + (15 * 7.41) / 100
81,1,2,16,81C2H6OSi+1CdO+2B4C+16Gd2O3,2.09915,(81 * 0.965) + (1 * 8.15) + (2 * 2.52) + (16 * 7.41) / 100
80,1,2,17,80C2H6OSi+1CdO+2B4C+17Gd2O3,2.1636,(80 * 0.965) + (1 * 8.15) + (2 * 2.52) + (17 * 7.41) / 100
96,1,3,0,96C2H6OSi+1CdO+3B4C+0Gd2O3,1.0835,(96 * 0.965) + (1 * 8.15) + (3 * 2.52) + (0 * 7.41) / 100
95,1,3,1,95C2H6OSi+1CdO+3B4C+1Gd2O3,1.14795,(95 * 0.965) + (1 * 8.15) + (3 * 2.52) + (1 * 7.41) / 100
94,1,3,2,94C2H6OSi+1CdO+3B4C+2Gd2O3,1.2124,(94 * 0.965) + (1 * 8.15) + (3 * 2.52) + (2 * 7.41) / 100
93,1,3,3,93C2H6OSi+1CdO+3B4C+3Gd2O3,1.27685,(93 * 0.965) + (1 * 8.15) + (3 * 2.52) + (3 * 7.41) / 100
92,1,3,4,92C2H6OSi+1CdO+3B4C+4Gd2O3,1.3413,(92 * 0.965) + (1 * 8.15) + (3 * 2.52) + (4 * 7.41) / 100
91,1,3,5,91C2H6OSi+1CdO+3B4C+5Gd2O3,1.40575,(91 * 0.965) + (1 * 8.15) + (3 * 2.52) + (5 * 7.41) / 100
90,1,3,6,90C2H6OSi+1CdO+3B4C+6Gd2O3,1.4702,(90 * 0.965) + (1 * 8.15) + (3 * 2.52) + (6 * 7.41) / 100
89,1,3,7,89C2H6OSi+1CdO+3B4C+7Gd2O3,1.53465,(89 * 0.965) + (1 * 8.15) + (3 * 2.52) + (7 * 7.41) / 100
88,1,3,8,88C2H6OSi+1CdO+3B4C+8Gd2O3,1.5991,(88 * 0.965) + (1 * 8.15) + (3 * 2.52) + (8 * 7.41) / 100
87,1,3,9,87C2H6OSi+1CdO+3B4C+9Gd2O3,1.66355,(87 * 0.965) + (1 * 8.15) + (3 * 2.52) + (9 * 7.41) / 100
86,1,3,10,86C2H6OSi+1CdO+3B4C+10Gd2O3,1.728,(86 * 0.965) + (1 * 8.15) + (3 * 2.52) + (10 * 7.41) / 100
85,1,3,11,85C2H6OSi+1CdO+3B4C+11Gd2O3,1.79245,(85 * 0.965) + (1 * 8.15) + (3 * 2.52) + (11 * 7.41) / 100
84,1,3,12,84C2H6OSi+1CdO+3B4C+12Gd2O3,1.8569,(84 * 0.965) + (1 * 8.15) + (3 * 2.52) + (12 * 7.41) / 100
83,1,3,13,83C2H6OSi+1CdO+3B4C+13Gd2O3,1.92135,(83 * 0.965) + (1 * 8.15) + (3 * 2.52) + (13 * 7.41) / 100
82,1,3,14,82C2H6OSi+1CdO+3B4C+14Gd2O3,1.9858,(82 * 0.965) + (1 * 8.15) + (3 * 2.52) + (14 * 7.41) / 100
81,1,3,15,81C2H6OSi+1CdO+3B4C+15Gd2O3,2.05025,(81 * 0.965) + (1 * 8.15) + (3 * 2.52) + (15 * 7.41) / 100
80,1,3,16,80C2H6OSi+1CdO+3B4C+16Gd2O3,2.1147,(80 * 0.965) + (1 * 8.15) + (3 * 2.52) + (16 * 7.41) / 100
95,1,4,0,95C2H6OSi+1CdO+4B4C+0Gd2O3,1.09905,(95 * 0.965) + (1 * 8.15) + (4 * 2.52) + (0 * 7.41) / 100
94,1,4,1,94C2H6OSi+1CdO+4B4C+1Gd2O3,1.1635,(94 * 0.965) + (1 * 8.15) + (4 * 2.52) + (1 * 7.41) / 100
93,1,4,2,93C2H6OSi+1CdO+4B4C+2Gd2O3,1.22795,(93 * 0.965) + (1 * 8.15) + (4 * 2.52) + (2 * 7.41) / 100
92,1,4,3,92C2H6OSi+1CdO+4B4C+3Gd2O3,1.2924,(92 * 0.965) + (1 * 8.15) + (4 * 2.52) + (3 * 7.41) / 100
91,1,4,4,91C2H6OSi+1CdO+4B4C+4Gd2O3,1.35685,(91 * 0.965) + (1 * 8.15) + (4 * 2.52) + (4 * 7.41) / 100
90,1,4,5,90C2H6OSi+1CdO+4B4C+5Gd2O3,1.4213,(90 * 0.965) + (1 * 8.15) + (4 * 2.52) + (5 * 7.41) / 100
89,1,4,6,89C2H6OSi+1CdO+4B4C+6Gd2O3,1.48575,(89 * 0.965) + (1 * 8.15) + (4 * 2.52) + (6 * 7.41) / 100
88,1,4,7,88C2H6OSi+1CdO+4B4C+7Gd2O3,1.5502,(88 * 0.965) + (1 * 8.15) + (4 * 2.52) + (7 * 7.41) / 100
87,1,4,8,87C2H6OSi+1CdO+4B4C+8Gd2O3,1.61465,(87 * 0.965) + (1 * 8.15) + (4 * 2.52) + (8 * 7.41) / 100
86,1,4,9,86C2H6OSi+1CdO+4B4C+9Gd2O3,1.6791,(86 * 0.965) + (1 * 8.15) + (4 * 2.52) + (9 * 7.41) / 100
85,1,4,10,85C2H6OSi+1CdO+4B4C+10Gd2O3,1.74355,(85 * 0.965) + (1 * 8.15) + (4 * 2.52) + (10 * 7.41) / 100
84,1,4,11,84C2H6OSi+1CdO+4B4C+11Gd2O3,1.808,(84 * 0.965) + (1 * 8.15) + (4 * 2.52) + (11 * 7.41) / 100
83,1,4,12,83C2H6OSi+1CdO+4B4C+12Gd2O3,1.87245,(83 * 0.965) + (1 * 8.15) + (4 * 2.52) + (12 * 7.41) / 100
82,1,4,13,82C2H6OSi+1CdO+4B4C+13Gd2O3,1.9369,(82 * 0.965) + (1 * 8.15) + (4 * 2.52) + (13 * 7.41) / 100
81,1,4,14,81C2H6OSi+1CdO+4B4C+14Gd2O3,2.00135,(81 * 0.965) + (1 * 8.15) + (4 * 2.52) + (14 * 7.41) / 100
80,1,4,15,80C2H6OSi+1CdO+4B4C+15Gd2O3,2.0658,(80 * 0.965) + (1 * 8.15) + (4 * 2.52) + (15 * 7.41) / 100
94,1,5,0,94C2H6OSi+1CdO+5B4C+0Gd2O3,1.1146,(94 * 0.965) + (1 * 8.15) + (5 * 2.52) + (0 * 7.41) / 100
93,1,5,1,93C2H6OSi+1CdO+5B4C+1Gd2O3,1.17905,(93 * 0.965) + (1 * 8.15) + (5 * 2.52) + (1 * 7.41) / 100
92,1,5,2,92C2H6OSi+1CdO+5B4C+2Gd2O3,1.2435,(92 * 0.965) + (1 * 8.15) + (5 * 2.52) + (2 * 7.41) / 100
91,1,5,3,91C2H6OSi+1CdO+5B4C+3Gd2O3,1.30795,(91 * 0.965) + (1 * 8.15) + (5 * 2.52) + (3 * 7.41) / 100
90,1,5,4,90C2H6OSi+1CdO+5B4C+4Gd2O3,1.3724,(90 * 0.965) + (1 * 8.15) + (5 * 2.52) + (4 * 7.41) / 100
89,1,5,5,89C2H6OSi+1CdO+5B4C+5Gd2O3,1.43685,(89 * 0.965) + (1 * 8.15) + (5 * 2.52) + (5 * 7.41) / 100
88,1,5,6,88C2H6OSi+1CdO+5B4C+6Gd2O3,1.5013,(88 * 0.965) + (1 * 8.15) + (5 * 2.52) + (6 * 7.41) / 100
87,1,5,7,87C2H6OSi+1CdO+5B4C+7Gd2O3,1.56575,(87 * 0.965) + (1 * 8.15) + (5 * 2.52) + (7 * 7.41) / 100
86,1,5,8,86C2H6OSi+1CdO+5B4C+8Gd2O3,1.6302,(86 * 0.965) + (1 * 8.15) + (5 * 2.52) + (8 * 7.41) / 100
85,1,5,9,85C2H6OSi+1CdO+5B4C+9Gd2O3,1.69465,(85 * 0.965) + (1 * 8.15) + (5 * 2.52) + (9 * 7.41) / 100
84,1,5,10,84C2H6OSi+1CdO+5B4C+10Gd2O3,1.7591,(84 * 0.965) + (1 * 8.15) + (5 * 2.52) + (10 * 7.41) / 100
83,1,5,11,83C2H6OSi+1CdO+5B4C+11Gd2O3,1.82355,(83 * 0.965) + (1 * 8.15) + (5 * 2.52) + (11 * 7.41) / 100
82,1,5,12,82C2H6OSi+1CdO+5B4C+12Gd2O3,1.888,(82 * 0.965) + (1 * 8.15) + (5 * 2.52) + (12 * 7.41) / 100
81,1,5,13,81C2H6OSi+1CdO+5B4C+13Gd2O3,1.95245,(81 * 0.965) + (1 * 8.15) + (5 * 2.52) + (13 * 7.41) / 100
80,1,5,14,80C2H6OSi+1CdO+5B4C+14Gd2O3,2.0169,(80 * 0.965) + (1 * 8.15) + (5 * 2.52) + (14 * 7.41) / 100
93,1,6,0,93C2H6OSi+1CdO+6B4C+0Gd2O3,1.13015,(93 * 0.965) + (1 * 8.15) + (6 * 2.52) + (0 * 7.41) / 100
92,1,6,1,92C2H6OSi+1CdO+6B4C+1Gd2O3,1.1946,(92 * 0.965) + (1 * 8.15) + (6 * 2.52) + (1 * 7.41) / 100
91,1,6,2,91C2H6OSi+1CdO+6B4C+2Gd2O3,1.25905,(91 * 0.965) + (1 * 8.15) + (6 * 2.52) + (2 * 7.41) / 100
90,1,6,3,90C2H6OSi+1CdO+6B4C+3Gd2O3,1.3235,(90 * 0.965) + (1 * 8.15) + (6 * 2.52) + (3 * 7.41) / 100
89,1,6,4,89C2H6OSi+1CdO+6B4C+4Gd2O3,1.38795,(89 * 0.965) + (1 * 8.15) + (6 * 2.52) + (4 * 7.41) / 100
88,1,6,5,88C2H6OSi+1CdO+6B4C+5Gd2O3,1.4524,(88 * 0.965) + (1 * 8.15) + (6 * 2.52) + (5 * 7.41) / 100
87,1,6,6,87C2H6OSi+1CdO+6B4C+6Gd2O3,1.51685,(87 * 0.965) + (1 * 8.15) + (6 * 2.52) + (6 * 7.41) / 100
86,1,6,7,86C2H6OSi+1CdO+6B4C+7Gd2O3,1.5813,(86 * 0.965) + (1 * 8.15) + (6 * 2.52) + (7 * 7.41) / 100
85,1,6,8,85C2H6OSi+1CdO+6B4C+8Gd2O3,1.64575,(85 * 0.965) + (1 * 8.15) + (6 * 2.52) + (8 * 7.41) / 100
84,1,6,9,84C2H6OSi+1CdO+6B4C+9Gd2O3,1.7102,(84 * 0.965) + (1 * 8.15) + (6 * 2.52) + (9 * 7.41) / 100
83,1,6,10,83C2H6OSi+1CdO+6B4C+10Gd2O3,1.77465,(83 * 0.965) + (1 * 8.15) + (6 * 2.52) + (10 * 7.41) / 100
82,1,6,11,82C2H6OSi+1CdO+6B4C+11Gd2O3,1.8391,(82 * 0.965) + (1 * 8.15) + (6 * 2.52) + (11 * 7.41) / 100
81,1,6,12,81C2H6OSi+1CdO+6B4C+12Gd2O3,1.90355,(81 * 0.965) + (1 * 8.15) + (6 * 2.52) + (12 * 7.41) / 100
80,1,6,13,80C2H6OSi+1CdO+6B4C+13Gd2O3,1.968,(80 * 0.965) + (1 * 8.15) + (6 * 2.52) + (13 * 7.41) / 100
92,1,7,0,92C2H6OSi+1CdO+7B4C+0Gd2O3,1.1457,(92 * 0.965) + (1 * 8.15) + (7 * 2.52) + (0 * 7.41) / 100
91,1,7,1,91C2H6OSi+1CdO+7B4C+1Gd2O3,1.21015,(91 * 0.965) + (1 * 8.15) + (7 * 2.52) + (1 * 7.41) / 100
90,1,7,2,90C2H6OSi+1CdO+7B4C+2Gd2O3,1.2746,(90 * 0.965) + (1 * 8.15) + (7 * 2.52) + (2 * 7.41) / 100
89,1,7,3,89C2H6OSi+1CdO+7B4C+3Gd2O3,1.33905,(89 * 0.965) + (1 * 8.15) + (7 * 2.52) + (3 * 7.41) / 100
88,1,7,4,88C2H6OSi+1CdO+7B4C+4Gd2O3,1.4035,(88 * 0.965) + (1 * 8.15) + (7 * 2.52) + (4 * 7.41) / 100
87,1,7,5,87C2H6OSi+1CdO+7B4C+5Gd2O3,1.46795,(87 * 0.965) + (1 * 8.15) + (7 * 2.52) + (5 * 7.41) / 100
86,1,7,6,86C2H6OSi+1CdO+7B4C+6Gd2O3,1.5324,(86 * 0.965) + (1 * 8.15) + (7 * 2.52) + (6 * 7.41) / 100
85,1,7,7,85C2H6OSi+1CdO+7B4C+7Gd2O3,1.59685,(85 * 0.965) + (1 * 8.15) + (7 * 2.52) + (7 * 7.41) / 100
84,1,7,8,84C2H6OSi+1CdO+7B4C+8Gd2O3,1.6613,(84 * 0.965) + (1 * 8.15) + (7 * 2.52) + (8 * 7.41) / 100
83,1,7,9,83C2H6OSi+1CdO+7B4C+9Gd2O3,1.72575,(83 * 0.965) + (1 * 8.15) + (7 * 2.52) + (9 * 7.41) / 100
82,1,7,10,82C2H6OSi+1CdO+7B4C+10Gd2O3,1.7902,(82 * 0.965) + (1 * 8.15) + (7 * 2.52) + (10 * 7.41) / 100
81,1,7,11,81C2H6OSi+1CdO+7B4C+11Gd2O3,1.85465,(81 * 0.965) + (1 * 8.15) + (7 * 2.52) + (11 * 7.41) / 100
80,1,7,12,80C2H6OSi+1CdO+7B4C+12Gd2O3,1.9191,(80 * 0.965) + (1 * 8.15) + (7 * 2.52) + (12 * 7.41) / 100
91,1,8,0,91C2H6OSi+1CdO+8B4C+0Gd2O3,1.16125,(91 * 0.965) + (1 * 8.15) + (8 * 2.52) + (0 * 7.41) / 100
90,1,8,1,90C2H6OSi+1CdO+8B4C+1Gd2O3,1.2257,(90 * 0.965) + (1 * 8.15) + (8 * 2.52) + (1 * 7.41) / 100
89,1,8,2,89C2H6OSi+1CdO+8B4C+2Gd2O3,1.29015,(89 * 0.965) + (1 * 8.15) + (8 * 2.52) + (2 * 7.41) / 100
88,1,8,3,88C2H6OSi+1CdO+8B4C+3Gd2O3,1.3546,(88 * 0.965) + (1 * 8.15) + (8 * 2.52) + (3 * 7.41) / 100
87,1,8,4,87C2H6OSi+1CdO+8B4C+4Gd2O3,1.41905,(87 * 0.965) + (1 * 8.15) + (8 * 2.52) + (4 * 7.41) / 100
86,1,8,5,86C2H6OSi+1CdO+8B4C+5Gd2O3,1.4835,(86 * 0.965) + (1 * 8.15) + (8 * 2.52) + (5 * 7.41) / 100
85,1,8,6,85C2H6OSi+1CdO+8B4C+6Gd2O3,1.54795,(85 * 0.965) + (1 * 8.15) + (8 * 2.52) + (6 * 7.41) / 100
84,1,8,7,84C2H6OSi+1CdO+8B4C+7Gd2O3,1.6124,(84 * 0.965) + (1 * 8.15) + (8 * 2.52) + (7 * 7.41) / 100
83,1,8,8,83C2H6OSi+1CdO+8B4C+8Gd2O3,1.67685,(83 * 0.965) + (1 * 8.15) + (8 * 2.52) + (8 * 7.41) / 100
82,1,8,9,82C2H6OSi+1CdO+8B4C+9Gd2O3,1.7413,(82 * 0.965) + (1 * 8.15) + (8 * 2.52) + (9 * 7.41) / 100
81,1,8,10,81C2H6OSi+1CdO+8B4C+10Gd2O3,1.80575,(81 * 0.965) + (1 * 8.15) + (8 * 2.52) + (10 * 7.41) / 100
80,1,8,11,80C2H6OSi+1CdO+8B4C+11Gd2O3,1.8702,(80 * 0.965) + (1 * 8.15) + (8 * 2.52) + (11 * 7.41) / 100
90,1,9,0,90C2H6OSi+1CdO+9B4C+0Gd2O3,1.1768,(90 * 0.965) + (1 * 8.15) + (9 * 2.52) + (0 * 7.41) / 100
89,1,9,1,89C2H6OSi+1CdO+9B4C+1Gd2O3,1.24125,(89 * 0.965) + (1 * 8.15) + (9 * 2.52) + (1 * 7.41) / 100
88,1,9,2,88C2H6OSi+1CdO+9B4C+2Gd2O3,1.3057,(88 * 0.965) + (1 * 8.15) + (9 * 2.52) + (2 * 7.41) / 100
87,1,9,3,87C2H6OSi+1CdO+9B4C+3Gd2O3,1.37015,(87 * 0.965) + (1 * 8.15) + (9 * 2.52) + (3 * 7.41) / 100
86,1,9,4,86C2H6OSi+1CdO+9B4C+4Gd2O3,1.4346,(86 * 0.965) + (1 * 8.15) + (9 * 2.52) + (4 * 7.41) / 100
85,1,9,5,85C2H6OSi+1CdO+9B4C+5Gd2O3,1.49905,(85 * 0.965) + (1 * 8.15) + (9 * 2.52) + (5 * 7.41) / 100
84,1,9,6,84C2H6OSi+1CdO+9B4C+6Gd2O3,1.5635,(84 * 0.965) + (1 * 8.15) + (9 * 2.52) + (6 * 7.41) / 100
83,1,9,7,83C2H6OSi+1CdO+9B4C+7Gd2O3,1.62795,(83 * 0.965) + (1 * 8.15) + (9 * 2.52) + (7 * 7.41) / 100
82,1,9,8,82C2H6OSi+1CdO+9B4C+8Gd2O3,1.6924,(82 * 0.965) + (1 * 8.15) + (9 * 2.52) + (8 * 7.41) / 100
81,1,9,9,81C2H6OSi+1CdO+9B4C+9Gd2O3,1.75685,(81 * 0.965) + (1 * 8.15) + (9 * 2.52) + (9 * 7.41) / 100
80,1,9,10,80C2H6OSi+1CdO+9B4C+10Gd2O3,1.8213,(80 * 0.965) + (1 * 8.15) + (9 * 2.52) + (10 * 7.41) / 100
